date,datetime,coffee_name,hour,hora_numerica,tipo_pagamento,valor_hryvnia,dia_semana_num,dia_semana,mes_num,mes_nome,ano,semana_ano,dia_mes,mes_ano,periodo_dia,feriado_nome
2024-03-04,2024-03-04 11:05:16.184,Americano with Milk,11:05,11,Cartão,33.8,0,Segunda-feira,3,Março,2024,10,4,Março/2024,Manhã (07h-11h),-
2024-03-04,2024-03-04 14:04:37.734,Espresso,14:04,14,Cartão,24.0,0,Segunda-feira,3,Março,2024,10,4,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 09:59:52.651,Latte,09:59,9,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Manhã (07h-11h),-
2024-03-05,2024-03-05 14:34:55.963,Latte,14:34,14,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:34:06.043,Latte,17:34,17,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:35:25.021,Hot Chocolate,17:35,17,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:36:28.571,Cocoa,17:36,17,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:37:13.659,Hot Chocolate,17:37,17,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:38:09.354,Hot Chocolate,17:38,17,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 17:56:15.776,Cortado,17:56,17,Cartão,28.9,1,Terça-feira,3,Março,2024,10,5,Março/2024,Tarde (12h-17h),-
2024-03-05,2024-03-05 18:01:31.242,Hot Chocolate,18:01,18,Cartão,38.7,1,Terça-feira,3,Março,2024,10,5,Março/2024,Noite (18h-22h),-
2024-03-06,2024-03-06 12:30:27.089,Americano with Milk,12:30,12,Dinheiro,35.0,2,Quarta-feira,3,Março,2024,10,6,Março/2024,Tarde (12h-17h),-
2024-03-06,2024-03-06 13:24:07.667,Americano,13:24,13,Cartão,28.9,2,Quarta-feira,3,Março,2024,10,6,Março/2024,Tarde (12h-17h),-
2024-03-06,2024-03-06 13:25:14.351,Cortado,13:25,13,Cartão,28.9,2,Quarta-feira,3,Março,2024,10,6,Março/2024,Tarde (12h-17h),-
2024-03-06,2024-03-06 14:52:01.761,Cappuccino,14:52,14,Cartão,38.7,2,Quarta-feira,3,Março,2024,10,6,Março/2024,Tarde (12h-17h),-
2024-03-06,2024-03-06 14:53:18.344,Cappuccino,14:53,14,Cartão,38.7,2,Quarta-feira,3,Março,2024,10,6,Março/2024,Tarde (12h-17h),-
2024-03-07,2024-03-07 10:08:58.945,Latte,10:08,10,Dinheiro,40.0,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Manhã (07h-11h),-
2024-03-07,2024-03-07 10:18:40.543,Hot Chocolate,10:18,10,Cartão,38.7,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Manhã (07h-11h),-
2024-03-07,2024-03-07 11:03:58.976,Latte,11:03,11,Cartão,38.7,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Manhã (07h-11h),-
2024-03-07,2024-03-07 11:25:43.977,Latte,11:25,11,Dinheiro,40.0,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Manhã (07h-11h),-
2024-03-07,2024-03-07 15:40:22.606,Americano,15:40,15,Cartão,28.9,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Tarde (12h-17h),-
2024-03-07,2024-03-07 15:41:28.784,Americano with Milk,15:41,15,Cartão,33.8,3,Quinta-feira,3,Março,2024,10,7,Março/2024,Tarde (12h-17h),-
2024-03-08,2024-03-08 10:34:41.283,Cortado,10:34,10,Cartão,28.9,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Manhã (07h-11h),Dia Internacional da Mulher
2024-03-08,2024-03-08 12:22:28.653,Cappuccino,12:22,12,Cartão,38.7,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Tarde (12h-17h),Dia Internacional da Mulher
2024-03-08,2024-03-08 13:53:02.042,Americano,13:53,13,Cartão,28.9,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Tarde (12h-17h),Dia Internacional da Mulher
2024-03-08,2024-03-08 14:44:12.686,Americano,14:44,14,Cartão,28.9,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Tarde (12h-17h),Dia Internacional da Mulher
2024-03-08,2024-03-08 14:45:11.048,Americano,14:45,14,Cartão,28.9,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Tarde (12h-17h),Dia Internacional da Mulher
2024-03-08,2024-03-08 14:46:11.155,Americano with Milk,14:46,14,Cartão,33.8,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Tarde (12h-17h),Dia Internacional da Mulher
2024-03-08,2024-03-08 18:57:51.451,Latte,18:57,18,Cartão,38.7,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Noite (18h-22h),Dia Internacional da Mulher
2024-03-08,2024-03-08 18:59:24.941,Latte,18:59,18,Cartão,38.7,4,Sexta-feira,3,Março,2024,10,8,Março/2024,Noite (18h-22h),Dia Internacional da Mulher
2024-03-09,2024-03-09 11:49:37.292,Hot Chocolate,11:49,11,Dinheiro,40.0,5,Sábado,3,Março,2024,10,9,Março/2024,Manhã (07h-11h),-
2024-03-09,2024-03-09 12:05:15.559,Espresso,12:05,12,Cartão,24.0,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 12:07:38.275,Americano,12:07,12,Cartão,28.9,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 12:09:47.714,Cappuccino,12:09,12,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 12:13:03.521,Americano,12:13,12,Cartão,28.9,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 12:14:26.458,Americano,12:14,12,Cartão,28.9,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 13:09:22.229,Latte,13:09,13,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 13:41:06.167,Americano with Milk,13:41,13,Cartão,33.8,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 13:53:10.408,Cortado,13:53,13,Cartão,28.9,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 13:54:36.828,Cappuccino,13:54,13,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 14:08:01.829,Americano with Milk,14:08,14,Cartão,33.8,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 14:26:52.873,Hot Chocolate,14:26,14,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Tarde (12h-17h),-
2024-03-09,2024-03-09 19:17:57.572,Cappuccino,19:17,19,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Noite (18h-22h),-
2024-03-09,2024-03-09 19:19:10.084,Hot Chocolate,19:19,19,Cartão,38.7,5,Sábado,3,Março,2024,10,9,Março/2024,Noite (18h-22h),-
2024-03-10,2024-03-10 07:44:18.538,Americano,07:44,7,Dinheiro,30.0,6,Domingo,3,Março,2024,10,10,Março/2024,Manhã (07h-11h),-
2024-03-10,2024-03-10 07:45:29.441,Americano with Milk,07:45,7,Dinheiro,35.0,6,Domingo,3,Março,2024,10,10,Março/2024,Manhã (07h-11h),-
2024-03-10,2024-03-10 10:06:02.960,Latte,10:06,10,Dinheiro,40.0,6,Domingo,3,Março,2024,10,10,Março/2024,Manhã (07h-11h),-
2024-03-10,2024-03-10 11:19:20.764,Espresso,11:19,11,Cartão,24.0,6,Domingo,3,Março,2024,10,10,Março/2024,Manhã (07h-11h),-
2024-03-10,2024-03-10 17:51:03.048,Americano with Milk,17:51,17,Dinheiro,35.0,6,Domingo,3,Março,2024,10,10,Março/2024,Tarde (12h-17h),-
2024-03-10,2024-03-10 19:34:00.478,Latte,19:34,19,Cartão,38.7,6,Domingo,3,Março,2024,10,10,Março/2024,Noite (18h-22h),-
2024-03-10,2024-03-10 19:35:54.712,Cortado,19:35,19,Cartão,28.9,6,Domingo,3,Março,2024,10,10,Março/2024,Noite (18h-22h),-
2024-03-11,2024-03-11 10:18:46.724,Latte,10:18,10,Dinheiro,40.0,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Manhã (07h-11h),-
2024-03-11,2024-03-11 11:24:15.022,Cappuccino,11:24,11,Dinheiro,40.0,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Manhã (07h-11h),-
2024-03-11,2024-03-11 11:24:51.565,Cortado,11:24,11,Dinheiro,30.0,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Manhã (07h-11h),-
2024-03-11,2024-03-11 11:26:44.221,Americano,11:26,11,Dinheiro,30.0,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Manhã (07h-11h),-
2024-03-11,2024-03-11 11:32:58.781,Cappuccino,11:32,11,Cartão,38.7,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Manhã (07h-11h),-
2024-03-11,2024-03-11 16:24:26.401,Americano,16:24,16,Cartão,28.9,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Tarde (12h-17h),-
2024-03-11,2024-03-11 16:25:45.664,Latte,16:25,16,Cartão,38.7,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Tarde (12h-17h),-
2024-03-11,2024-03-11 16:50:49.608,Cortado,16:50,16,Cartão,28.9,0,Segunda-feira,3,Março,2024,11,11,Março/2024,Tarde (12h-17h),-
2024-03-12,2024-03-12 10:15:00.297,Latte,10:15,10,Dinheiro,40.0,1,Terça-feira,3,Março,2024,11,12,Março/2024,Manhã (07h-11h),-
2024-03-12,2024-03-12 10:15:34.543,Americano,10:15,10,Cartão,28.9,1,Terça-feira,3,Março,2024,11,12,Março/2024,Manhã (07h-11h),-
2024-03-12,2024-03-12 10:16:24.886,Cortado,10:16,10,Cartão,28.9,1,Terça-feira,3,Março,2024,11,12,Março/2024,Manhã (07h-11h),-
2024-03-12,2024-03-12 11:20:45.632,Hot Chocolate,11:20,11,Cartão,38.7,1,Terça-feira,3,Março,2024,11,12,Março/2024,Manhã (07h-11h),-
2024-03-12,2024-03-12 12:46:23.275,Americano with Milk,12:46,12,Cartão,33.8,1,Terça-feira,3,Março,2024,11,12,Março/2024,Tarde (12h-17h),-
2024-03-12,2024-03-12 12:47:26.027,Americano,12:47,12,Cartão,28.9,1,Terça-feira,3,Março,2024,11,12,Março/2024,Tarde (12h-17h),-
2024-03-12,2024-03-12 16:15:43.325,Americano,16:15,16,Cartão,28.9,1,Terça-feira,3,Março,2024,11,12,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 11:06:43.038,Hot Chocolate,11:06,11,Cartão,38.7,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Manhã (07h-11h),-
2024-03-13,2024-03-13 11:48:16.753,Americano,11:48,11,Cartão,28.9,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Manhã (07h-11h),-
2024-03-13,2024-03-13 12:18:06.336,Americano,12:18,12,Cartão,28.9,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 12:19:05.128,Americano,12:19,12,Cartão,28.9,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 12:34:30.315,Espresso,12:34,12,Dinheiro,25.0,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 14:26:40.875,Americano with Milk,14:26,14,Cartão,33.8,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 15:40:22.261,Espresso,15:40,15,Cartão,24.0,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 15:41:20.424,Espresso,15:41,15,Cartão,24.0,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-13,2024-03-13 16:47:09.373,Espresso,16:47,16,Cartão,24.0,2,Quarta-feira,3,Março,2024,11,13,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 10:02:12.241,Latte,10:02,10,Dinheiro,40.0,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Manhã (07h-11h),-
2024-03-14,2024-03-14 10:28:33.017,Latte,10:28,10,Cartão,38.7,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Manhã (07h-11h),-
2024-03-14,2024-03-14 10:29:34.283,Hot Chocolate,10:29,10,Cartão,38.7,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Manhã (07h-11h),-
2024-03-14,2024-03-14 13:27:29.536,Cortado,13:27,13,Cartão,28.9,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 13:28:24.527,Americano,13:28,13,Cartão,28.9,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 13:51:59.905,Americano with Milk,13:51,13,Cartão,33.8,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 13:52:56.248,Espresso,13:52,13,Cartão,24.0,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 15:20:38.367,Latte,15:20,15,Cartão,38.7,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 16:04:09.506,Americano with Milk,16:04,16,Cartão,33.8,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 16:54:38.202,Espresso,16:54,16,Cartão,24.0,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Tarde (12h-17h),-
2024-03-14,2024-03-14 18:58:55.854,Hot Chocolate,18:58,18,Cartão,38.7,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Noite (18h-22h),-
2024-03-14,2024-03-14 19:00:08.663,Cortado,19:00,19,Cartão,28.9,3,Quinta-feira,3,Março,2024,11,14,Março/2024,Noite (18h-22h),-
2024-03-15,2024-03-15 10:02:16.533,Latte,10:02,10,Dinheiro,40.0,4,Sexta-feira,3,Março,2024,11,15,Março/2024,Manhã (07h-11h),-
2024-03-15,2024-03-15 10:53:02.180,Hot Chocolate,10:53,10,Cartão,38.7,4,Sexta-feira,3,Março,2024,11,15,Março/2024,Manhã (07h-11h),-
2024-03-15,2024-03-15 18:19:27.922,Americano,18:19,18,Cartão,28.9,4,Sexta-feira,3,Março,2024,11,15,Março/2024,Noite (18h-22h),-
2024-03-16,2024-03-16 12:06:55.209,Americano with Milk,12:06,12,Cartão,33.8,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-16,2024-03-16 12:07:53.915,Americano,12:07,12,Cartão,28.9,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-16,2024-03-16 15:58:18.458,Cortado,15:58,15,Cartão,28.9,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-16,2024-03-16 16:03:21.738,Cortado,16:03,16,Cartão,28.9,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-16,2024-03-16 16:04:11.444,Cortado,16:04,16,Cartão,28.9,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-16,2024-03-16 17:58:07.241,Americano with Milk,17:58,17,Cartão,33.8,5,Sábado,3,Março,2024,11,16,Março/2024,Tarde (12h-17h),-
2024-03-17,2024-03-17 10:10:21.399,Latte,10:10,10,Dinheiro,40.0,6,Domingo,3,Março,2024,11,17,Março/2024,Manhã (07h-11h),-
2024-03-17,2024-03-17 12:55:26.065,Cortado,12:55,12,Cartão,28.9,6,Domingo,3,Março,2024,11,17,Março/2024,Tarde (12h-17h),-
2024-03-18,2024-03-18 11:17:59.671,Cortado,11:17,11,Cartão,28.9,0,Segunda-feira,3,Março,2024,12,18,Março/2024,Manhã (07h-11h),-
2024-03-18,2024-03-18 15:31:39.725,Americano,15:31,15,Cartão,28.9,0,Segunda-feira,3,Março,2024,12,18,Março/2024,Tarde (12h-17h),-
2024-03-18,2024-03-18 15:32:38.239,Americano,15:32,15,Cartão,28.9,0,Segunda-feira,3,Março,2024,12,18,Março/2024,Tarde (12h-17h),-
2024-03-18,2024-03-18 15:33:36.708,Americano,15:33,15,Cartão,28.9,0,Segunda-feira,3,Março,2024,12,18,Março/2024,Tarde (12h-17h),-
2024-03-19,2024-03-19 10:20:25.996,Cortado,10:20,10,Dinheiro,30.0,1,Terça-feira,3,Março,2024,12,19,Março/2024,Manhã (07h-11h),-
2024-03-19,2024-03-19 14:02:21.536,Latte,14:02,14,Cartão,38.7,1,Terça-feira,3,Março,2024,12,19,Março/2024,Tarde (12h-17h),-
2024-03-19,2024-03-19 14:03:19.765,Latte,14:03,14,Cartão,38.7,1,Terça-feira,3,Março,2024,12,19,Março/2024,Tarde (12h-17h),-
2024-03-19,2024-03-19 15:04:36.309,Hot Chocolate,15:04,15,Cartão,38.7,1,Terça-feira,3,Março,2024,12,19,Março/2024,Tarde (12h-17h),-
2024-03-19,2024-03-19 16:53:48.706,Americano with Milk,16:53,16,Cartão,33.8,1,Terça-feira,3,Março,2024,12,19,Março/2024,Tarde (12h-17h),-
2024-03-19,2024-03-19 19:26:32.677,Hot Chocolate,19:26,19,Dinheiro,40.0,1,Terça-feira,3,Março,2024,12,19,Março/2024,Noite (18h-22h),-
2024-03-20,2024-03-20 11:41:16.403,Cortado,11:41,11,Cartão,28.9,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Manhã (07h-11h),-
2024-03-20,2024-03-20 12:21:07.728,Latte,12:21,12,Dinheiro,40.0,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Tarde (12h-17h),-
2024-03-20,2024-03-20 12:30:48.968,Cortado,12:30,12,Cartão,28.9,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Tarde (12h-17h),-
2024-03-20,2024-03-20 13:16:47.394,Cappuccino,13:16,13,Cartão,38.7,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Tarde (12h-17h),-
2024-03-20,2024-03-20 16:42:38.117,Cocoa,16:42,16,Cartão,38.7,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Tarde (12h-17h),-
2024-03-20,2024-03-20 17:50:28.781,Latte,17:50,17,Cartão,38.7,2,Quarta-feira,3,Março,2024,12,20,Março/2024,Tarde (12h-17h),-
2024-03-21,2024-03-21 10:18:56.977,Cappuccino,10:18,10,Dinheiro,40.0,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Manhã (07h-11h),-
2024-03-21,2024-03-21 12:25:09.194,Cortado,12:25,12,Cartão,28.9,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Tarde (12h-17h),-
2024-03-21,2024-03-21 12:26:17.428,Cappuccino,12:26,12,Cartão,38.7,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Tarde (12h-17h),-
2024-03-21,2024-03-21 17:21:01.453,Americano,17:21,17,Dinheiro,30.0,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Tarde (12h-17h),-
2024-03-21,2024-03-21 17:22:01.353,Cortado,17:22,17,Cartão,28.9,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Tarde (12h-17h),-
2024-03-21,2024-03-21 19:20:36.508,Latte,19:20,19,Cartão,38.7,3,Quinta-feira,3,Março,2024,12,21,Março/2024,Noite (18h-22h),-
2024-03-22,2024-03-22 10:35:53.619,Americano with Milk,10:35,10,Cartão,33.8,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Manhã (07h-11h),-
2024-03-22,2024-03-22 13:29:20.343,Americano with Milk,13:29,13,Cartão,33.8,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Tarde (12h-17h),-
2024-03-22,2024-03-22 16:15:14.448,Cappuccino,16:15,16,Dinheiro,40.0,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Tarde (12h-17h),-
2024-03-22,2024-03-22 17:17:03.724,Americano,17:17,17,Cartão,28.9,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Tarde (12h-17h),-
2024-03-22,2024-03-22 17:17:58.991,Espresso,17:17,17,Cartão,24.0,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Tarde (12h-17h),-
2024-03-22,2024-03-22 17:20:49.490,Americano,17:20,17,Cartão,28.9,4,Sexta-feira,3,Março,2024,12,22,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 10:43:59.559,Latte,10:43,10,Cartão,38.7,5,Sábado,3,Março,2024,12,23,Março/2024,Manhã (07h-11h),-
2024-03-23,2024-03-23 10:45:07.157,Americano with Milk,10:45,10,Cartão,33.8,5,Sábado,3,Março,2024,12,23,Março/2024,Manhã (07h-11h),-
2024-03-23,2024-03-23 13:10:07.661,Cappuccino,13:10,13,Cartão,38.7,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 13:11:12.230,Cocoa,13:11,13,Cartão,38.7,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 14:44:41.276,Americano with Milk,14:44,14,Cartão,33.8,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 15:47:19.062,Latte,15:47,15,Cartão,38.7,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 15:49:33.813,Americano with Milk,15:49,15,Cartão,33.8,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-23,2024-03-23 16:00:58.386,Cortado,16:00,16,Cartão,28.9,5,Sábado,3,Março,2024,12,23,Março/2024,Tarde (12h-17h),-
2024-03-24,2024-03-24 10:03:56.005,Latte,10:03,10,Dinheiro,40.0,6,Domingo,3,Março,2024,12,24,Março/2024,Manhã (07h-11h),-
